model_name,roc_auc,pr_auc,precision,recall,f1,balanced_accuracy,top_decile_lift,capture_rate_top_10_pct,capture_rate_top_20_pct,capture_rate_top_30_pct,training_seconds
Hist Gradient Boosting,0.8584516917412129,0.3684582451360435,0.2842685992230601,0.9321344465853136,0.4356722951844903,0.8021542448237573,3.2248809666337546,0.32252194390922717,0.5826375508456434,0.7940483836437594,7.76
Random Forest,0.8573123519189462,0.3667866574699003,0.28519117210437767,0.9253907086277029,0.43601059135039716,0.8007037275195931,3.2184590330792235,0.32187968315135945,0.5793192035966602,0.7904089060158423,28.62
Logistic Regression,0.8493560154711088,0.3397389784663721,0.28605057842345977,0.9105116677371012,0.4353344592865551,0.7965387286053927,2.959441046379798,0.29597516591736245,0.5589809462641833,0.7800256904303147,25.18
